ranking,waku,umaban,bamei,bamei_url,sexage,handicap,jockey,jockey_url,racetime,difference,popular,odds,furlong3,corner_rank,stable,trainer,trainer_url,weight,weight_change,race_id
8,5,10,メイショウホオベニ,https://db.netkeiba.com/horse/2019103712,牝2,53.0,☆泉谷,https://db.netkeiba.com/jockey/01182/,1:24.3,1.1/4,10,48.1,36.3,,栗東,荒川,https://db.netkeiba.com/trainer/01095/,446,+4,202104050705
9,3,6,キセキノエンジェル,https://db.netkeiba.com/horse/2019106416,牝2,51.0,▲小林脩,https://db.netkeiba.com/jockey/01183/,1:24.3,クビ,6,11.6,36.8,,美浦,石毛,https://db.netkeiba.com/trainer/00428/,460,0,202104050705
10,3,5,スマイルカット,https://db.netkeiba.com/horse/2019105067,牝2,51.0,▲原,https://db.netkeiba.com/jockey/01184/,1:24.4,1/2,14,110.8,36.3,,栗東,安田隆,https://db.netkeiba.com/trainer/00438/,380,+2,202104050705
11,4,7,レッドベスティア,https://db.netkeiba.com/horse/2019103768,牡2,55.0,横山和,https://db.netkeiba.com/jockey/01140/,1:24.6,1,1,3.4,37.3,,栗東,昆,https://db.netkeiba.com/trainer/01044/,434,-2,202104050705
12,1,1,ミルトイグニス,https://db.netkeiba.com/horse/2019103395,牡2,55.0,木幡初,https://db.netkeiba.com/jockey/01153/,1:24.6,クビ,12,66.7,37.0,,美浦,武市,https://db.netkeiba.com/trainer/01089/,492,-8,202104050705
13,7,14,ヒアーズルッキング,https://db.netkeiba.com/horse/2019102103,牝2,54.0,古川吉,https://db.netkeiba.com/jockey/01015/,1:24.7,3/4,17,405.2,37.1,,美浦,小桧山,https://db.netkeiba.com/trainer/01005/,420,0,202104050705
14,2,4,サバイバルダンス,https://db.netkeiba.com/horse/2019109114,牝2,51.0,▲松本,https://db.netkeiba.com/jockey/01191/,1:25.2,3,16,317.2,37.1,,美浦,和田雄,https://db.netkeiba.com/trainer/01143/,402,+4,202104050705
15,1,2,シェヘラザード,https://db.netkeiba.com/horse/2019101294,牝2,53.0,☆亀田,https://db.netkeiba.com/jockey/01176/,1:25.3,1/2,9,46.3,38.4,,美浦,高柳瑞,https://db.netkeiba.com/trainer/01118/,480,+10,202104050705
16,7,13,ワガンセ,https://db.netkeiba.com/horse/2019103822,牡2,55.0,小崎,https://db.netkeiba.com/jockey/01152/,1:25.7,2.1/2,13,94.7,39.0,,栗東,西村,https://db.netkeiba.com/trainer/01148/,438,-6,202104050705
17,6,12,ウインドアベニュー,https://db.netkeiba.com/horse/2019105823,牡2,52.0,▲小林凌,https://db.netkeiba.com/jockey/01177/,1:26.1,2.1/2,15,165.7,38.2,,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,428,0,202104050705
18,5,9,アロハモーラ,https://db.netkeiba.com/horse/2019104210,牝2,54.0,黛,https://db.netkeiba.com/jockey/01109/,1:26.3,1.1/4,18,458.7,38.5,,美浦,杉浦,https://db.netkeiba.com/trainer/01008/,458,-6,202104050705
1,6,7,キングサーガ,https://db.netkeiba.com/horse/2017105439,セ4,57.0,荻野極,https://db.netkeiba.com/jockey/01160/,2:42.6,,1,2.1,39.0,,栗東,池江,https://db.netkeiba.com/trainer/01071/,470,+6,202104050706
2,5,6,イシュタルゲート,https://db.netkeiba.com/horse/2016104677,牡5,56.0,☆秋山稔,https://db.netkeiba.com/jockey/01181/,2:42.7,1/2,3,6.4,38.5,,栗東,茶木,https://db.netkeiba.com/trainer/01181/,518,-2,202104050706
3,6,8,プルミエロール,https://db.netkeiba.com/horse/2018104658,牡3,54.0,小崎,https://db.netkeiba.com/jockey/01152/,2:42.7,アタマ,6,15.3,39.2,,栗東,寺島,https://db.netkeiba.com/trainer/01158/,478,-18,202104050706
4,1,1,テーオーシリウス,https://db.netkeiba.com/horse/2018106834,牡3,53.0,☆泉谷,https://db.netkeiba.com/jockey/01182/,2:43.1,2.1/2,2,6.2,39.9,,栗東,奥村豊,https://db.netkeiba.com/trainer/01146/,474,-2,202104050706
5,8,11,メイショウカスガ,https://db.netkeiba.com/horse/2016102097,牝5,52.0,▲小沢,https://db.netkeiba.com/jockey/01185/,2:43.2,クビ,5,10.8,39.8,,栗東,松永昌,https://db.netkeiba.com/trainer/01083/,482,-2,202104050706
6,2,2,ハーツシンフォニー,https://db.netkeiba.com/horse/2017100360,牡4,56.0,☆亀田,https://db.netkeiba.com/jockey/01176/,2:43.4,1.1/4,7,16.9,39.9,,美浦,辻,https://db.netkeiba.com/trainer/01182/,472,-4,202104050706
6,3,3,ルージュフェリーク,https://db.netkeiba.com/horse/2018104846,牝3,52.0,菅原明,https://db.netkeiba.com/jockey/01179/,2:43.4,同着,4,6.5,39.4,,美浦,尾関,https://db.netkeiba.com/trainer/01103/,454,-2,202104050706
8,7,10,コパノピッチング,https://db.netkeiba.com/horse/2018101677,牡3,51.0,▲松本,https://db.netkeiba.com/jockey/01191/,2:43.7,2,10,62.9,40.0,,栗東,宮,https://db.netkeiba.com/trainer/01018/,480,-9,202104050706
9,4,4,シゲルモクセイ,https://db.netkeiba.com/horse/2017101398,牝4,52.0,▲西谷凜,https://db.netkeiba.com/jockey/01189/,2:44.0,1.3/4,11,72.6,39.1,,栗東,谷,https://db.netkeiba.com/trainer/00431/,470,-14,202104050706
10,8,12,エルセンブルグ,https://db.netkeiba.com/horse/2017105065,牡4,54.0,▲横山琉,https://db.netkeiba.com/jockey/01192/,2:44.2,1.1/4,8,25.0,39.9,,美浦,相沢,https://db.netkeiba.com/trainer/01020/,532,-2,202104050706
11,5,5,シンクロゲイザー,https://db.netkeiba.com/horse/2017105978,牡4,57.0,黛,https://db.netkeiba.com/jockey/01109/,2:44.5,2,12,337.7,40.5,,美浦,佐藤,https://db.netkeiba.com/trainer/01035/,442,-4,202104050706
12,7,9,ダノンハイファイブ,https://db.netkeiba.com/horse/2018104111,牡3,51.0,▲原,https://db.netkeiba.com/jockey/01184/,2:46.1,10,9,53.1,42.1,,栗東,矢作,https://db.netkeiba.com/trainer/01075/,474,+2,202104050706
1,6,8,メイショウフンジン,https://db.netkeiba.com/horse/2018106571,牡3,52.0,▲原,https://db.netkeiba.com/jockey/01184/,1:52.6,,5,10.8,37.5,,栗東,西園,https://db.netkeiba.com/trainer/01028/,502,0,202104050707
2,4,4,サトノスライヴ,https://db.netkeiba.com/horse/2017104056,牡4,54.0,▲西谷凜,https://db.netkeiba.com/jockey/01189/,1:53.2,3.1/2,4,9.3,37.6,,栗東,南井,https://db.netkeiba.com/trainer/01049/,508,+4,202104050707
3,6,9,キースローガン,https://db.netkeiba.com/horse/2017105824,牡4,56.0,☆富田,https://db.netkeiba.com/jockey/01168/,1:53.3,3/4,2,4.2,37.5,,栗東,川村,https://db.netkeiba.com/trainer/01003/,470,-2,202104050707
4,2,2,ラボンダンス,https://db.netkeiba.com/horse/2017101816,牝4,51.0,★永島,https://db.netkeiba.com/jockey/01187/,1:53.3,クビ,6,14.6,37.3,,栗東,橋口,https://db.netkeiba.com/trainer/01154/,498,0,202104050707
5,5,6,テンナイトパール,https://db.netkeiba.com/horse/2016105014,牝5,52.0,▲小林凌,https://db.netkeiba.com/jockey/01177/,1:53.7,2.1/2,13,220.8,37.6,,美浦,小西,https://db.netkeiba.com/trainer/00405/,496,+2,202104050707
6,8,13,ロスコフ,https://db.netkeiba.com/horse/2018105438,牡3,54.0,☆亀田,https://db.netkeiba.com/jockey/01176/,1:53.9,3/4,1,2.5,38.6,,美浦,久保田,https://db.netkeiba.com/trainer/01067/,490,0,202104050707
7,1,1,アシュラム,https://db.netkeiba.com/horse/2018106799,牡3,54.0,☆秋山稔,https://db.netkeiba.com/jockey/01181/,1:53.9,ハナ,7,27.8,38.2,,美浦,高橋祥,https://db.netkeiba.com/trainer/00359/,512,-6,202104050707
8,5,7,スズカルビコン,https://db.netkeiba.com/horse/2018106368,牡3,55.0,加藤,https://db.netkeiba.com/jockey/01156/,1:54.0,3/4,9,32.5,38.9,,栗東,杉山晴,https://db.netkeiba.com/trainer/01157/,510,+12,202104050707
9,7,11,メイショウカムロ,https://db.netkeiba.com/horse/2017106451,牡4,54.0,▲小林脩,https://db.netkeiba.com/jockey/01183/,1:54.3,1.1/2,8,30.9,39.0,,栗東,荒川,https://db.netkeiba.com/trainer/01095/,448,+2,202104050707
10,3,3,テイエムベンチャー,https://db.netkeiba.com/horse/2018100017,牡3,52.0,▲小沢,https://db.netkeiba.com/jockey/01185/,1:54.4,1/2,3,4.8,37.9,,栗東,五十嵐,https://db.netkeiba.com/trainer/00422/,504,+2,202104050707
11,4,5,ビービーレガロ,https://db.netkeiba.com/horse/2017100804,セ4,57.0,菊沢,https://db.netkeiba.com/jockey/01161/,1:54.5,クビ,10,39.3,39.2,,美浦,戸田,https://db.netkeiba.com/trainer/01054/,526,-8,202104050707
12,7,10,ベストユエンモン,https://db.netkeiba.com/horse/2017103823,牡4,54.0,▲横山琉,https://db.netkeiba.com/jockey/01192/,1:54.6,3/4,12,194.3,38.6,,美浦,宗像,https://db.netkeiba.com/trainer/00420/,464,+4,202104050707
13,8,12,チャムランテソーロ,https://db.netkeiba.com/horse/2017100402,セ4,57.0,西村淳,https://db.netkeiba.com/jockey/01171/,1:54.7,3/4,11,49.2,39.8,,美浦,伊坂,https://db.netkeiba.com/trainer/01177/,464,-4,202104050707
1,3,6,ショウナンバービー,https://db.netkeiba.com/horse/2017100969,牝4,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,0:55.4,,7,15.2,32.7,1,美浦,田中剛,https://db.netkeiba.com/trainer/01119/,506,-8,202104050708
2,4,7,ホーキーポーキー,https://db.netkeiba.com/horse/2018106605,牝3,53.0,嶋田,https://db.netkeiba.com/jockey/01134/,0:55.9,3,3,10.2,33.2,1,美浦,武市,https://db.netkeiba.com/trainer/01089/,456,-2,202104050708
3,6,11,エスジープリンセス,https://db.netkeiba.com/horse/2018102551,牝3,50.0,▲松本,https://db.netkeiba.com/jockey/01191/,0:55.9,ハナ,5,13.1,32.3,16,美浦,和田勇,https://db.netkeiba.com/trainer/01165/,466,-10,202104050708
4,7,15,デルマカンノン,https://db.netkeiba.com/horse/2018103611,牝3,50.0,▲小沢,https://db.netkeiba.com/jockey/01185/,0:56.0,1/2,1,3.2,32.8,9,栗東,五十嵐,https://db.netkeiba.com/trainer/00422/,448,-2,202104050708
5,8,16,プラットフォーマー,https://db.netkeiba.com/horse/2017105018,牝4,55.0,中井,https://db.netkeiba.com/jockey/01141/,0:56.1,3/4,4,10.3,33.2,3,栗東,新谷,https://db.netkeiba.com/trainer/01172/,474,+8,202104050708
6,7,14,ベンガン,https://db.netkeiba.com/horse/2017101767,牡4,57.0,藤懸,https://db.netkeiba.com/jockey/01138/,0:56.1,アタマ,11,34.3,33.1,5,栗東,千田,https://db.netkeiba.com/trainer/01120/,462,0,202104050708
7,8,18,クリノアンカーマン,https://db.netkeiba.com/horse/2017105721,セ4,54.0,▲小林凌,https://db.netkeiba.com/jockey/01177/,0:56.3,1.1/4,6,14.9,33.1,9,美浦,伊藤伸,https://db.netkeiba.com/trainer/01031/,464,+2,202104050708
8,8,17,キングドンドルマ,https://db.netkeiba.com/horse/2015101929,牡6,57.0,菊沢,https://db.netkeiba.com/jockey/01161/,0:56.4,クビ,14,102.4,33.0,12,美浦,伊藤伸,https://db.netkeiba.com/trainer/01031/,462,-4,202104050708
9,3,5,セピアノーツ,https://db.netkeiba.com/horse/2018100824,牝3,50.0,▲小林脩,https://db.netkeiba.com/jockey/01183/,0:56.4,クビ,12,42.0,33.5,3,美浦,青木,https://db.netkeiba.com/trainer/01156/,474,0,202104050708
10,1,2,モメチョッタ,https://db.netkeiba.com/horse/2016101650,牝5,55.0,城戸,https://db.netkeiba.com/jockey/01147/,0:56.6,1,17,189.6,32.7,18,美浦,石毛,https://db.netkeiba.com/trainer/00428/,462,+2,202104050708
11,4,8,セルレア,https://db.netkeiba.com/horse/2017102095,牝4,51.0,★永島,https://db.netkeiba.com/jockey/01187/,0:56.7,3/4,8,18.1,33.7,5,美浦,深山,https://db.netkeiba.com/trainer/01174/,454,+2,202104050708
12,7,13,ウキウキホリデー,https://db.netkeiba.com/horse/2018101686,牝3,50.0,▲横山琉,https://db.netkeiba.com/jockey/01192/,0:56.8,クビ,13,48.7,33.5,11,美浦,松永康,https://db.netkeiba.com/trainer/01093/,468,-2,202104050708
13,2,3,ストレガ,https://db.netkeiba.com/horse/2017101475,牝4,54.0,☆秋山稔,https://db.netkeiba.com/jockey/01181/,0:56.9,1,15,120.2,33.5,12,美浦,浅野,https://db.netkeiba.com/trainer/00421/,466,+4,202104050708
14,1,1,シシオウ,https://db.netkeiba.com/horse/2014104660,セ7,56.0,☆亀田,https://db.netkeiba.com/jockey/01176/,0:56.9,アタマ,16,137.0,33.4,15,美浦,伊坂,https://db.netkeiba.com/trainer/01177/,486,+6,202104050708
15,5,10,グレイトミッション,https://db.netkeiba.com/horse/2018104471,牝3,53.0,丹内,https://db.netkeiba.com/jockey/01091/,0:57.0,1/2,2,3.3,33.9,7,美浦,菊川,https://db.netkeiba.com/trainer/01052/,446,+2,202104050708
16,2,4,メイクアンシー,https://db.netkeiba.com/horse/2016103569,牡5,57.0,上野,https://db.netkeiba.com/jockey/01087/,0:57.0,ハナ,18,209.1,33.4,16,美浦,小手川,https://db.netkeiba.com/trainer/01171/,470,+16,202104050708
17,5,9,パラティーノヒル,https://db.netkeiba.com/horse/2017105132,牝4,55.0,杉原,https://db.netkeiba.com/jockey/01135/,0:57.2,1.1/4,10,28.6,34.1,7,美浦,南田,https://db.netkeiba.com/trainer/00437/,402,0,202104050708
18,6,12,ケリアテソーロ,https://db.netkeiba.com/horse/2018104250,牝3,50.0,▲原,https://db.netkeiba.com/jockey/01184/,0:58.7,9,9,27.3,35.3,12,美浦,伊坂,https://db.netkeiba.com/trainer/01177/,432,-18,202104050708
1,7,9,ラナチャンス,https://db.netkeiba.com/horse/2018103006,牡3,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:11.1,,3,6.9,36.2,,美浦,高木,https://db.netkeiba.com/trainer/01088/,472,-2,202104050709
2,2,2,ベンチャーアウト,https://db.netkeiba.com/horse/2018101006,牡3,55.0,西村淳,https://db.netkeiba.com/jockey/01171/,1:11.7,3.1/2,2,4.0,36.1,,栗東,庄野,https://db.netkeiba.com/trainer/01087/,506,0,202104050709
3,1,1,ワンダーヘイルネス,https://db.netkeiba.com/horse/2016102446,セ5,56.0,☆富田,https://db.netkeiba.com/jockey/01168/,1:11.8,1/2,5,14.1,36.5,,栗東,河内,https://db.netkeiba.com/trainer/01072/,486,+10,202104050709
4,8,12,アイアムイチオシ,https://db.netkeiba.com/horse/2017101158,牡4,54.0,▲小林脩,https://db.netkeiba.com/jockey/01183/,1:12.1,2,4,9.1,36.2,,美浦,奥平,https://db.netkeiba.com/trainer/01074/,534,0,202104050709
5,5,5,カップッチョ,https://db.netkeiba.com/horse/2017104266,牡4,57.0,杉原,https://db.netkeiba.com/jockey/01135/,1:12.1,ハナ,7,27.7,37.0,,美浦,大江原,https://db.netkeiba.com/trainer/01012/,478,0,202104050709
6,6,8,ソウルユニバンス,https://db.netkeiba.com/horse/2017105358,セ4,57.0,黒岩,https://db.netkeiba.com/jockey/01072/,1:12.4,2,10,68.5,36.3,,栗東,平田,https://db.netkeiba.com/trainer/01082/,480,0,202104050709
7,8,11,レッドロムルス,https://db.netkeiba.com/horse/2018105363,牡3,55.0,斎藤,https://db.netkeiba.com/jockey/01178/,1:12.4,ハナ,11,105.5,36.9,,栗東,安田隆,https://db.netkeiba.com/trainer/00438/,450,-6,202104050709
8,7,10,ミヤジオシャラク,https://db.netkeiba.com/horse/2018103769,牝3,53.0,古川吉,https://db.netkeiba.com/jockey/01015/,1:12.5,クビ,12,134.9,37.4,,栗東,川村,https://db.netkeiba.com/trainer/01003/,492,-6,202104050709
9,3,3,ミズリーナ,https://db.netkeiba.com/horse/2017103104,牝4,55.0,中井,https://db.netkeiba.com/jockey/01141/,1:12.7,1.1/4,8,58.4,37.9,,栗東,坂口,https://db.netkeiba.com/trainer/01170/,472,-4,202104050709
10,5,6,クラーロイメル,https://db.netkeiba.com/horse/2018104416,牝3,49.0,★永島,https://db.netkeiba.com/jockey/01187/,1:12.7,ハナ,6,23.2,37.3,,栗東,高橋忠,https://db.netkeiba.com/trainer/01129/,448,+8,202104050709
11,6,7,ディベルティール,https://db.netkeiba.com/horse/2018104149,牡3,54.0,☆秋山稔,https://db.netkeiba.com/jockey/01181/,1:12.9,1.1/4,1,1.8,38.2,,美浦,田島,https://db.netkeiba.com/trainer/01112/,506,-2,202104050709
12,4,4,メイショウアルト,https://db.netkeiba.com/horse/2018106621,牡3,52.0,▲小沢,https://db.netkeiba.com/jockey/01185/,1:12.9,クビ,9,62.6,36.9,,栗東,高橋亮,https://db.netkeiba.com/trainer/01136/,484,+11,202104050709
1,6,9,ギャラクシーエッジ,https://db.netkeiba.com/horse/2018105335,牡3,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:48.0,,3,5.5,33.5,,美浦,萩原,https://db.netkeiba.com/trainer/01017/,484,+4,202104050710
2,8,13,フラリオナ,https://db.netkeiba.com/horse/2018104825,牝3,53.0,菱田,https://db.netkeiba.com/jockey/01144/,1:48.4,2.1/2,4,6.5,34.3,,栗東,武幸,https://db.netkeiba.com/trainer/01160/,414,-6,202104050710
3,7,10,フレイミングサン,https://db.netkeiba.com/horse/2018105461,牝3,53.0,亀田,https://db.netkeiba.com/jockey/01176/,1:48.5,1/2,6,16.0,34.1,,美浦,辻,https://db.netkeiba.com/trainer/01182/,442,+6,202104050710
4,5,6,エニシノウタ,https://db.netkeiba.com/horse/2018106324,牝3,53.0,富田,https://db.netkeiba.com/jockey/01168/,1:48.6,1,2,4.2,34.2,,栗東,笹田,https://db.netkeiba.com/trainer/01104/,440,0,202104050710
5,4,5,フォーチュンリング,https://db.netkeiba.com/horse/2015105078,牝6,55.0,黛,https://db.netkeiba.com/jockey/01109/,1:48.7,1/2,7,25.9,34.1,,美浦,田中清,https://db.netkeiba.com/trainer/00408/,454,-6,202104050710
6,1,1,ゼンダンピューマ,https://db.netkeiba.com/horse/2018100430,セ3,55.0,丹内,https://db.netkeiba.com/jockey/01091/,1:48.8,1/2,12,53.6,34.1,,美浦,藤原辰,https://db.netkeiba.com/trainer/00435/,454,0,202104050710
7,3,3,アルタグラシア,https://db.netkeiba.com/horse/2017105084,牝4,55.0,秋山稔,https://db.netkeiba.com/jockey/01181/,1:48.9,1/2,5,11.9,34.4,,栗東,小林,https://db.netkeiba.com/trainer/01185/,470,-4,202104050710
8,6,8,ハローキャンディ,https://db.netkeiba.com/horse/2017105819,牝4,55.0,小林脩,https://db.netkeiba.com/jockey/01183/,1:49.0,3/4,9,36.4,34.3,,美浦,久保田,https://db.netkeiba.com/trainer/01067/,444,-10,202104050710
9,7,11,ショコラブリアン,https://db.netkeiba.com/horse/2017105267,牝4,55.0,泉谷,https://db.netkeiba.com/jockey/01182/,1:49.1,クビ,1,2.7,34.9,,美浦,尾関,https://db.netkeiba.com/trainer/01103/,522,-8,202104050710
10,2,2,リスカム,https://db.netkeiba.com/horse/2018104229,セ3,55.0,横山和,https://db.netkeiba.com/jockey/01140/,1:49.2,3/4,8,28.4,35.0,,栗東,昆,https://db.netkeiba.com/trainer/01044/,484,+2,202104050710
11,8,12,ローズパルファン,https://db.netkeiba.com/horse/2017102597,牝4,55.0,宮崎,https://db.netkeiba.com/jockey/01118/,1:49.2,クビ,10,43.1,35.2,,美浦,田中剛,https://db.netkeiba.com/trainer/01119/,426,-10,202104050710
12,5,7,ルージュアリュール,https://db.netkeiba.com/horse/2018105087,牝3,53.0,斎藤,https://db.netkeiba.com/jockey/01178/,1:49.4,1.1/4,13,70.7,35.6,,栗東,松永幹,https://db.netkeiba.com/trainer/01092/,428,-2,202104050710
13,4,4,コスミックエナジー,https://db.netkeiba.com/horse/2017105570,牝4,55.0,西村淳,https://db.netkeiba.com/jockey/01171/,1:49.7,1.3/4,11,46.1,35.5,,栗東,高野,https://db.netkeiba.com/trainer/01117/,466,-6,202104050710
1,4,4,アイコンテーラー,https://db.netkeiba.com/horse/2018104240,牝3,53.0,亀田,https://db.netkeiba.com/jockey/01176/,1:59.7,,1,2.2,34.5,,栗東,河内,https://db.netkeiba.com/trainer/01072/,464,0,202104050711
2,3,3,ミスミルドレッド,https://db.netkeiba.com/horse/2017104629,牝4,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:59.9,1.1/4,3,4.2,34.1,,美浦,小島,https://db.netkeiba.com/trainer/01068/,444,-6,202104050711
3,6,6,レザネフォール,https://db.netkeiba.com/horse/2017101829,牡4,57.0,荻野極,https://db.netkeiba.com/jockey/01160/,2:00.3,2.1/2,6,19.9,34.7,,栗東,池江,https://db.netkeiba.com/trainer/01071/,472,-2,202104050711
4,5,5,ワールドスケール,https://db.netkeiba.com/horse/2017106372,牡4,57.0,小崎,https://db.netkeiba.com/jockey/01152/,2:00.3,ハナ,4,15.4,34.9,,栗東,野中,https://db.netkeiba.com/trainer/01098/,464,0,202104050711
5,1,1,ヤマニンマヒア,https://db.netkeiba.com/horse/2016100569,牡5,57.0,藤懸,https://db.netkeiba.com/jockey/01138/,2:01.1,5,8,25.0,35.4,,栗東,松永幹,https://db.netkeiba.com/trainer/01092/,452,+2,202104050711
6,2,2,エターナルヴィテス,https://db.netkeiba.com/horse/2016102362,牡5,57.0,田中勝,https://db.netkeiba.com/jockey/00684/,2:01.1,ハナ,7,22.0,36.6,,美浦,松山,https://db.netkeiba.com/trainer/01100/,466,-2,202104050711
7,8,8,フェアリーグルーヴ,https://db.netkeiba.com/horse/2017105308,牝4,55.0,斎藤,https://db.netkeiba.com/jockey/01178/,2:01.2,3/4,5,15.7,35.6,,美浦,高橋文,https://db.netkeiba.com/trainer/01134/,440,0,202104050711
8,8,9,フィリオアレグロ,https://db.netkeiba.com/horse/2017105374,牡4,57.0,横山和,https://db.netkeiba.com/jockey/01140/,2:02.5,8,2,3.4,37.0,,美浦,堀,https://db.netkeiba.com/trainer/01070/,476,-12,202104050711
9,7,7,ミトノマルーン,https://db.netkeiba.com/horse/2016100559,牡5,57.0,富田,https://db.netkeiba.com/jockey/01168/,2:02.6,3/4,9,49.0,37.4,,栗東,武英,https://db.netkeiba.com/trainer/01161/,488,+6,202104050711
1,6,12,オジョーノキセキ,https://db.netkeiba.com/horse/2015101480,牝6,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:09.7,,2,4.4,33.9,,美浦,伊藤大,https://db.netkeiba.com/trainer/01109/,514,-2,202104050712
2,8,15,メメントモリ,https://db.netkeiba.com/horse/2017105516,牝4,55.0,西村淳,https://db.netkeiba.com/jockey/01171/,1:09.8,1,6,10.0,34.6,,栗東,池添学,https://db.netkeiba.com/trainer/01144/,464,-6,202104050712
3,7,14,ルミナスライン,https://db.netkeiba.com/horse/2018100073,牝3,53.0,丹内,https://db.netkeiba.com/jockey/01091/,1:10.1,1.3/4,4,6.0,35.2,,美浦,清水英,https://db.netkeiba.com/trainer/01080/,442,0,202104050712
4,4,7,ダノンボヌール,https://db.netkeiba.com/horse/2017100460,牝4,55.0,中井,https://db.netkeiba.com/jockey/01141/,1:10.3,1.1/4,5,9.2,34.6,,栗東,村山,https://db.netkeiba.com/trainer/01107/,484,-10,202104050712
5,5,9,サトノジヴェルニー,https://db.netkeiba.com/horse/2017110041,牡4,57.0,富田,https://db.netkeiba.com/jockey/01168/,1:10.3,クビ,3,5.7,35.4,,栗東,音無,https://db.netkeiba.com/trainer/01002/,464,+8,202104050712
6,7,13,エピローグ,https://db.netkeiba.com/horse/2016101402,牝5,55.0,加藤,https://db.netkeiba.com/jockey/01156/,1:10.3,ハナ,8,32.6,34.5,,栗東,杉山佳,https://db.netkeiba.com/trainer/01178/,480,+12,202104050712
7,5,10,ジャスパーゴールド,https://db.netkeiba.com/horse/2018110126,牡3,55.0,松本,https://db.netkeiba.com/jockey/01191/,1:10.6,1.1/2,7,14.0,35.1,,栗東,森,https://db.netkeiba.com/trainer/00427/,446,0,202104050712
8,8,16,トゥールドマジ,https://db.netkeiba.com/horse/2017101943,牝4,55.0,亀田,https://db.netkeiba.com/jockey/01176/,1:10.8,1.1/2,14,115.1,35.2,,美浦,鈴木慎,https://db.netkeiba.com/trainer/01179/,452,-4,202104050712
9,2,4,コスモカッティーボ,https://db.netkeiba.com/horse/2017101919,牡4,57.0,宮崎,https://db.netkeiba.com/jockey/01118/,1:10.8,クビ,10,71.0,35.5,,美浦,畠山,https://db.netkeiba.com/trainer/01048/,492,0,202104050712
10,1,2,ゲンパチアイアン,https://db.netkeiba.com/horse/2017103871,牡4,57.0,横山琉,https://db.netkeiba.com/jockey/01192/,1:11.1,1.3/4,12,80.3,36.0,,美浦,堀井,https://db.netkeiba.com/trainer/00436/,478,+8,202104050712
11,2,3,グロリユーノワール,https://db.netkeiba.com/horse/2018101640,牝3,53.0,黛,https://db.netkeiba.com/jockey/01109/,1:11.2,1/2,11,79.4,35.0,,美浦,清水英,https://db.netkeiba.com/trainer/01080/,448,+6,202104050712
12,3,5,フミロア,https://db.netkeiba.com/horse/2018103932,牝3,53.0,杉原,https://db.netkeiba.com/jockey/01135/,1:11.5,1.3/4,1,3.5,36.9,,美浦,黒岩,https://db.netkeiba.com/trainer/01133/,448,+2,202104050712
13,1,1,セイドアモール,https://db.netkeiba.com/horse/2016102323,牝5,55.0,斎藤,https://db.netkeiba.com/jockey/01178/,1:11.6,クビ,9,53.0,36.7,,美浦,武市,https://db.netkeiba.com/trainer/01089/,518,+2,202104050712
14,6,11,ニシノコデマリ,https://db.netkeiba.com/horse/2015105200,牝6,55.0,秋山稔,https://db.netkeiba.com/jockey/01181/,1:11.8,1.1/2,13,89.6,36.1,,美浦,松山,https://db.netkeiba.com/trainer/01100/,430,-2,202104050712
15,3,6,ココラ,https://db.netkeiba.com/horse/2017105985,牝4,55.0,菊沢,https://db.netkeiba.com/jockey/01161/,1:12.1,1.1/2,15,151.0,37.4,,美浦,大和田,https://db.netkeiba.com/trainer/01124/,472,+4,202104050712
16,4,8,ミラクルチューン,https://db.netkeiba.com/horse/2016105892,牝5,55.0,古川吉,https://db.netkeiba.com/jockey/01015/,1:12.1,アタマ,16,205.5,36.8,,栗東,大根田,https://db.netkeiba.com/trainer/01032/,488,-4,202104050712
1,3,5,ルミナスフラックス,https://db.netkeiba.com/horse/2019105142,牡2,55.0,松山,https://db.netkeiba.com/jockey/01126/,1:26.9,,5,12.0,37.9,,栗東,矢作,https://db.netkeiba.com/trainer/01075/,492,+4,202105040801
2,3,4,アポロプラネット,https://db.netkeiba.com/horse/2019101264,牡2,55.0,田辺,https://db.netkeiba.com/jockey/01075/,1:27.0,3/4,2,3.1,37.8,,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,482,+2,202105040801
3,8,15,マイネルシトラス,https://db.netkeiba.com/horse/2019103542,牡2,55.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:27.0,クビ,9,55.3,38.0,,美浦,武市,https://db.netkeiba.com/trainer/01089/,518,+4,202105040801
4,8,14,オーエンズテソーロ,https://db.netkeiba.com/horse/2019104345,牝2,54.0,横山和,https://db.netkeiba.com/jockey/01140/,1:27.1,クビ,11,74.2,37.6,,美浦,加藤士,https://db.netkeiba.com/trainer/01169/,498,-4,202105040801
5,4,7,ネコニャンニャン,https://db.netkeiba.com/horse/2019104974,牝2,54.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:27.3,1.1/4,1,3.0,38.6,,美浦,加藤征,https://db.netkeiba.com/trainer/01059/,502,0,202105040801
