ranking,waku,umaban,bamei,bamei_url,sexage,handicap,jockey,jockey_url,racetime,difference,popular,odds,furlong3,corner_rank,stable,trainer,trainer_url,weight,weight_change,race_id
15,4,7,マリノプリエール,https://db.netkeiba.com/horse/2019104329,牝2,51.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:36.6,1.1/2,4,18.3,36.9,2-2,美浦,伊藤圭,https://db.netkeiba.com/trainer/01023/,468,+2,202105040103
16,8,15,アロマフォルテ,https://db.netkeiba.com/horse/2019106247,牝2,54.0,内田博,https://db.netkeiba.com/jockey/00422/,1:36.7,3/4,16,281.1,36.2,12-12,美浦,浅野,https://db.netkeiba.com/trainer/00421/,442,0,202105040103
1,3,5,タイセイジャスパー,https://db.netkeiba.com/horse/2019100135,牡2,55.0,田辺,https://db.netkeiba.com/jockey/01075/,1:39.0,,2,4.3,37.9,1-1,美浦,伊藤圭,https://db.netkeiba.com/trainer/01023/,490,0,202105040104
2,8,16,ワールドコネクター,https://db.netkeiba.com/horse/2019110123,牡2,55.0,横山武,https://db.netkeiba.com/jockey/01170/,1:39.2,1.1/4,1,2.6,38.0,2-2,美浦,藤沢和,https://db.netkeiba.com/trainer/00386/,546,0,202105040104
3,1,1,オクトニオン,https://db.netkeiba.com/horse/2019100835,牡2,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:39.6,2,5,14.3,37.5,13-9,美浦,斎藤誠,https://db.netkeiba.com/trainer/01086/,514,0,202105040104
4,4,7,バレルゾーン,https://db.netkeiba.com/horse/2019104324,牡2,55.0,三浦,https://db.netkeiba.com/jockey/01122/,1:39.9,2,3,6.6,37.5,13-14,美浦,高柳瑞,https://db.netkeiba.com/trainer/01118/,494,0,202105040104
5,1,2,ダノンマジック,https://db.netkeiba.com/horse/2019101698,牡2,55.0,石川,https://db.netkeiba.com/jockey/01150/,1:40.8,5,10,33.1,39.6,2-2,美浦,田中博,https://db.netkeiba.com/trainer/01162/,438,0,202105040104
6,2,4,コッカラッス,https://db.netkeiba.com/horse/2019100493,牡2,55.0,武士沢,https://db.netkeiba.com/jockey/01029/,1:41.7,5,12,65.0,39.7,8-8,美浦,小手川,https://db.netkeiba.com/trainer/01171/,458,0,202105040104
7,5,9,アスタラグローリア,https://db.netkeiba.com/horse/2019100676,牝2,54.0,丸山,https://db.netkeiba.com/jockey/01127/,1:41.9,1.1/2,11,41.0,40.3,4-5,美浦,金成,https://db.netkeiba.com/trainer/01132/,428,0,202105040104
8,8,15,フォーワンセルフ,https://db.netkeiba.com/horse/2019102163,牡2,55.0,野中,https://db.netkeiba.com/jockey/01158/,1:42.3,2.1/2,8,29.7,40.2,10-9,美浦,小桧山,https://db.netkeiba.com/trainer/01005/,502,0,202105040104
9,5,10,アダマスミノル,https://db.netkeiba.com/horse/2019103627,牡2,55.0,柴田善,https://db.netkeiba.com/jockey/00641/,1:42.5,1.1/4,7,20.0,40.8,4-7,栗東,北出,https://db.netkeiba.com/trainer/01078/,512,0,202105040104
10,6,12,アレピアード,https://db.netkeiba.com/horse/2019101575,牡2,53.0,△山田,https://db.netkeiba.com/jockey/01173/,1:42.6,クビ,16,268.3,40.4,12-11,美浦,高橋祥,https://db.netkeiba.com/trainer/00359/,440,0,202105040104
11,6,11,ミエノアッパレ,https://db.netkeiba.com/horse/2019105650,牡2,55.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:42.7,1/2,6,16.4,39.8,15-15,美浦,宮田,https://db.netkeiba.com/trainer/01175/,524,0,202105040104
12,4,8,クー,https://db.netkeiba.com/horse/2019103930,牝2,51.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:43.5,5,9,30.3,41.9,4-5,美浦,青木,https://db.netkeiba.com/trainer/01156/,452,0,202105040104
13,7,13,ザビッグマン,https://db.netkeiba.com/horse/2019106263,牡2,55.0,木幡巧,https://db.netkeiba.com/jockey/01162/,1:44.1,4,4,12.1,41.8,10-11,美浦,牧,https://db.netkeiba.com/trainer/01106/,546,0,202105040104
14,3,6,フォースチルドレン,https://db.netkeiba.com/horse/2019106142,牡2,55.0,武藤,https://db.netkeiba.com/jockey/01169/,1:44.6,3,15,109.2,43.2,4-4,美浦,青木,https://db.netkeiba.com/trainer/01156/,466,0,202105040104
15,7,14,トニーロマンス,https://db.netkeiba.com/horse/2019106172,牝2,54.0,江田照,https://db.netkeiba.com/jockey/00689/,1:44.7,3/4,14,107.9,42.4,8-11,美浦,中野,https://db.netkeiba.com/trainer/01010/,466,0,202105040104
16,2,3,ヴィヴィッドパール,https://db.netkeiba.com/horse/2019101992,牝2,54.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:45.0,1.3/4,13,67.7,41.5,16-16,美浦,高橋祥,https://db.netkeiba.com/trainer/00359/,438,0,202105040104
1,4,7,モカフラワー,https://db.netkeiba.com/horse/2019102220,牝2,54.0,石川,https://db.netkeiba.com/jockey/01150/,1:48.3,,4,10.8,33.5,3-4-4,美浦,相沢,https://db.netkeiba.com/trainer/01020/,444,0,202105040105
2,6,12,インダストリア,https://db.netkeiba.com/horse/2019105074,牡2,55.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:48.3,アタマ,1,1.7,33.4,6-5-4,美浦,宮田,https://db.netkeiba.com/trainer/01175/,482,0,202105040105
3,5,10,メイショウジブリ,https://db.netkeiba.com/horse/2019103917,牡2,55.0,福永,https://db.netkeiba.com/jockey/01014/,1:48.6,1.1/2,2,6.5,34.0,2-2-2,栗東,南井,https://db.netkeiba.com/trainer/01049/,484,0,202105040105
4,6,11,ソングフォーユー,https://db.netkeiba.com/horse/2019101133,牝2,51.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:49.2,3.1/2,3,7.1,34.7,1-1-1,栗東,森田,https://db.netkeiba.com/trainer/01142/,438,0,202105040105
5,1,2,ヴァンドール,https://db.netkeiba.com/horse/2019106921,牡2,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:49.7,3.1/2,5,22.1,34.2,9-10-9,美浦,大竹,https://db.netkeiba.com/trainer/01102/,440,0,202105040105
6,5,9,イルモンド,https://db.netkeiba.com/horse/2019103607,牝2,54.0,三浦,https://db.netkeiba.com/jockey/01122/,1:49.7,ハナ,6,23.8,34.4,11-7-7,美浦,池上,https://db.netkeiba.com/trainer/01150/,466,0,202105040105
7,8,16,ブラックピアノ,https://db.netkeiba.com/horse/2019100106,牡2,55.0,大野,https://db.netkeiba.com/jockey/01096/,1:49.9,1,14,107.9,34.2,14-13-13,美浦,松永康,https://db.netkeiba.com/trainer/01093/,454,0,202105040105
8,1,1,シーグラス,https://db.netkeiba.com/horse/2019100796,牝2,54.0,宮崎,https://db.netkeiba.com/jockey/01118/,1:50.0,1/2,9,62.2,34.1,12-13-15,美浦,武藤,https://db.netkeiba.com/trainer/01064/,430,0,202105040105
9,7,13,トーセンヴェリテ,https://db.netkeiba.com/horse/2019104416,牝2,54.0,内田博,https://db.netkeiba.com/jockey/00422/,1:50.1,1/2,16,236.4,35.4,3-3-2,美浦,深山,https://db.netkeiba.com/trainer/01174/,452,0,202105040105
10,2,4,キングスレイヤー,https://db.netkeiba.com/horse/2019102836,牡2,55.0,野中,https://db.netkeiba.com/jockey/01158/,1:50.3,1.1/4,11,88.2,34.8,9-12-9,美浦,菊川,https://db.netkeiba.com/trainer/01052/,484,0,202105040105
11,7,14,ピンクペッパー,https://db.netkeiba.com/horse/2019106323,牡2,55.0,江田照,https://db.netkeiba.com/jockey/00689/,1:50.3,クビ,8,36.4,35.4,3-5-4,美浦,小野,https://db.netkeiba.com/trainer/01125/,492,0,202105040105
12,8,15,インパチェンス,https://db.netkeiba.com/horse/2019104696,牡2,55.0,田辺,https://db.netkeiba.com/jockey/01075/,1:50.4,クビ,12,89.6,34.9,12-10-9,美浦,小笠,https://db.netkeiba.com/trainer/01076/,482,0,202105040105
13,2,3,ローズピリオド,https://db.netkeiba.com/horse/2019100764,牡2,55.0,Ｍデム,https://db.netkeiba.com/jockey/05212/,1:50.4,クビ,7,29.5,34.6,16-13-13,美浦,中川,https://db.netkeiba.com/trainer/01081/,476,0,202105040105
14,3,6,コスモテンペスタ,https://db.netkeiba.com/horse/2019100865,牝2,54.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:50.4,アタマ,13,94.6,35.2,6-7-7,美浦,小笠,https://db.netkeiba.com/trainer/01076/,442,0,202105040105
15,3,5,フリューゲルホルン,https://db.netkeiba.com/horse/2019100722,牡2,55.0,丸山,https://db.netkeiba.com/jockey/01127/,1:50.7,1.3/4,15,145.8,34.6,15-16-16,美浦,和田郎,https://db.netkeiba.com/trainer/01114/,512,0,202105040105
16,4,8,パラダイスレーン,https://db.netkeiba.com/horse/2019101911,牝2,54.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:51.2,3,10,65.7,35.7,6-7-9,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,492,0,202105040105
1,1,2,レッドゲイル,https://db.netkeiba.com/horse/2019103976,牡2,55.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:26.0,,1,1.8,37.5,3-5,美浦,手塚,https://db.netkeiba.com/trainer/01038/,458,0,202105040106
2,2,4,ユイノピラウトゥル,https://db.netkeiba.com/horse/2019102396,牡2,55.0,野中,https://db.netkeiba.com/jockey/01158/,1:26.1,3/4,9,48.5,37.9,1-1,美浦,竹内,https://db.netkeiba.com/trainer/01152/,448,0,202105040106
3,4,8,ウラカワノキセキ,https://db.netkeiba.com/horse/2019103428,牝2,54.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:26.3,1.1/4,3,7.5,38.1,2-2,美浦,田島,https://db.netkeiba.com/trainer/01112/,462,0,202105040106
4,8,15,オルロージュ,https://db.netkeiba.com/horse/2019103153,牡2,55.0,江田照,https://db.netkeiba.com/jockey/00689/,1:26.9,3.1/2,6,21.1,38.2,6-6,美浦,田中剛,https://db.netkeiba.com/trainer/01119/,438,0,202105040106
5,7,13,ファームラヴ,https://db.netkeiba.com/horse/2019101892,牝2,51.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:27.1,1.1/4,5,16.6,38.2,8-8,美浦,辻,https://db.netkeiba.com/trainer/01182/,442,0,202105040106
6,2,3,ルブアルハリ,https://db.netkeiba.com/horse/2019106092,牡2,53.0,△山田,https://db.netkeiba.com/jockey/01173/,1:27.8,4,14,160.5,38.6,12-10,美浦,小手川,https://db.netkeiba.com/trainer/01171/,500,0,202105040106
7,7,14,シャンブレー,https://db.netkeiba.com/horse/2019105747,牝2,54.0,Ｍデム,https://db.netkeiba.com/jockey/05212/,1:27.9,1/2,2,5.5,39.1,9-8,美浦,和田雄,https://db.netkeiba.com/trainer/01143/,456,0,202105040106
8,6,11,ヤマトコウセイ,https://db.netkeiba.com/horse/2019106151,牝2,54.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:28.1,1.1/4,10,64.1,39.8,3-3,美浦,武井,https://db.netkeiba.com/trainer/01147/,432,0,202105040106
9,3,5,タイキマイソロジー,https://db.netkeiba.com/horse/2019103998,牡2,55.0,宮崎,https://db.netkeiba.com/jockey/01118/,1:28.1,アタマ,12,67.6,39.5,6-6,美浦,萱野,https://db.netkeiba.com/trainer/01024/,484,0,202105040106
10,6,12,エコロエース,https://db.netkeiba.com/horse/2019103956,牡2,55.0,田辺,https://db.netkeiba.com/jockey/01075/,1:28.3,3/4,4,16.5,39.9,5-3,美浦,矢野,https://db.netkeiba.com/trainer/01108/,486,0,202105040106
11,1,1,ラスタ,https://db.netkeiba.com/horse/2019106887,牝2,54.0,木幡巧,https://db.netkeiba.com/jockey/01162/,1:29.1,5,7,25.0,39.9,9-10,美浦,牧,https://db.netkeiba.com/trainer/01106/,448,0,202105040106
12,5,10,コスモマーチ,https://db.netkeiba.com/horse/2019100753,牡2,55.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:29.1,ハナ,11,65.3,38.9,14-14,美浦,栗田,https://db.netkeiba.com/trainer/01127/,430,0,202105040106
13,8,16,リュウノボミ,https://db.netkeiba.com/horse/2019101377,牝2,54.0,柴田善,https://db.netkeiba.com/jockey/00641/,1:29.2,クビ,15,221.4,40.1,9-10,美浦,小野,https://db.netkeiba.com/trainer/01125/,456,0,202105040106
14,5,9,チェリーアルプス,https://db.netkeiba.com/horse/2019102690,牝2,54.0,吉田豊,https://db.netkeiba.com/jockey/00733/,1:29.3,1/2,13,91.8,38.7,15-15,美浦,勢司,https://db.netkeiba.com/trainer/01047/,448,0,202105040106
15,4,7,ディバインシチー,https://db.netkeiba.com/horse/2019102526,牡2,55.0,内田博,https://db.netkeiba.com/jockey/00422/,1:30.4,7,8,42.1,39.9,16-15,美浦,古賀慎,https://db.netkeiba.com/trainer/01079/,454,0,202105040106
16,3,6,チェーンリアクト,https://db.netkeiba.com/horse/2019105716,牡2,55.0,武士沢,https://db.netkeiba.com/jockey/01029/,1:36.1,大,16,269.8,46.3,13-13,美浦,堀井,https://db.netkeiba.com/trainer/00436/,442,0,202105040106
1,6,7,オーマオ,https://db.netkeiba.com/horse/2016105216,牡5,57.0,菅原明,https://db.netkeiba.com/jockey/01179/,2:12.6,,6,18.0,38.4,9-9-8-5,栗東,村山,https://db.netkeiba.com/trainer/01107/,450,-2,202105040107
2,8,12,ランドアーティスト,https://db.netkeiba.com/horse/2017104675,セ4,57.0,横山武,https://db.netkeiba.com/jockey/01170/,2:13.0,2,4,5.6,38.7,6-7-8-7,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,484,0,202105040107
3,6,8,クロヒョウ,https://db.netkeiba.com/horse/2016102991,牡5,57.0,木幡巧,https://db.netkeiba.com/jockey/01162/,2:13.9,5,11,59.9,40.2,2-2-2-2,美浦,小西,https://db.netkeiba.com/trainer/00405/,498,+4,202105040107
4,7,9,ルージュフェリーク,https://db.netkeiba.com/horse/2018104846,牝3,53.0,大野,https://db.netkeiba.com/jockey/01096/,2:14.2,2,10,49.4,39.0,11-11-11-11,美浦,尾関,https://db.netkeiba.com/trainer/01103/,456,+14,202105040107
5,3,3,ニシノトランザム,https://db.netkeiba.com/horse/2015110065,セ6,57.0,丸山,https://db.netkeiba.com/jockey/01127/,2:14.4,1,9,41.9,39.7,4-4-5-9,栗東,森,https://db.netkeiba.com/trainer/00427/,486,0,202105040107
6,5,6,サトノアレックス,https://db.netkeiba.com/horse/2017104947,セ4,57.0,内田博,https://db.netkeiba.com/jockey/00422/,2:14.4,クビ,3,5.0,40.3,8-4-4-4,美浦,古賀慎,https://db.netkeiba.com/trainer/01079/,488,+2,202105040107
7,7,10,ユイノザッパー,https://db.netkeiba.com/horse/2018110107,牡3,55.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,2:14.5,1/2,1,2.7,41.0,1-1-1-1,栗東,矢作,https://db.netkeiba.com/trainer/01075/,506,+14,202105040107
8,1,1,ジュンキリタップ,https://db.netkeiba.com/horse/2018101335,牡3,55.0,吉田豊,https://db.netkeiba.com/jockey/00733/,2:15.0,3,2,4.3,40.6,6-7-7-7,美浦,高柳瑞,https://db.netkeiba.com/trainer/01118/,506,+2,202105040107
9,8,11,スキルショット,https://db.netkeiba.com/horse/2017103525,牡4,54.0,▲永野,https://db.netkeiba.com/jockey/01188/,2:15.6,3.1/2,5,15.8,40.8,12-11-8-9,美浦,加藤士,https://db.netkeiba.com/trainer/01169/,498,+8,202105040107
10,2,2,ヒューミリティ,https://db.netkeiba.com/horse/2017104674,セ4,57.0,石川,https://db.netkeiba.com/jockey/01150/,2:15.7,1/2,8,27.5,41.5,4-4-5-5,美浦,林,https://db.netkeiba.com/trainer/01163/,460,-4,202105040107
11,5,5,ブルベアカイリ,https://db.netkeiba.com/horse/2017106027,牡4,57.0,三浦,https://db.netkeiba.com/jockey/01122/,2:15.7,ハナ,7,18.2,42.0,3-3-3-2,美浦,深山,https://db.netkeiba.com/trainer/01174/,508,+2,202105040107
12,4,4,リュンヌドネージュ,https://db.netkeiba.com/horse/2018104724,牡3,55.0,野中,https://db.netkeiba.com/jockey/01158/,2:17.5,大,12,124.3,42.2,9-10-12-12,美浦,上原,https://db.netkeiba.com/trainer/00423/,476,-2,202105040107
1,2,3,キタノリューオー,https://db.netkeiba.com/horse/2018104462,牡3,55.0,丸山,https://db.netkeiba.com/jockey/01127/,1:36.5,,7,15.5,36.6,6-6,美浦,萱野,https://db.netkeiba.com/trainer/01024/,460,-4,202105040108
2,6,11,ロンコーネ,https://db.netkeiba.com/horse/2018105887,牡3,55.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:36.8,2,2,4.2,37.4,5-4,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,486,-4,202105040108
3,8,16,フィナールショコラ,https://db.netkeiba.com/horse/2017104640,牝4,52.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:37.0,3/4,5,13.0,37.9,2-2,美浦,竹内,https://db.netkeiba.com/trainer/01152/,446,+10,202105040108
4,4,7,エコロファルコン,https://db.netkeiba.com/horse/2018104491,牡3,55.0,江田照,https://db.netkeiba.com/jockey/00689/,1:37.1,3/4,4,9.6,38.0,2-2,美浦,矢野,https://db.netkeiba.com/trainer/01108/,490,+6,202105040108
5,1,2,フォーチュネイト,https://db.netkeiba.com/horse/2017101531,セ4,57.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:37.1,ハナ,15,223.8,36.5,11-10,美浦,松永康,https://db.netkeiba.com/trainer/01093/,434,+6,202105040108
6,2,4,トーホウボルツ,https://db.netkeiba.com/horse/2018103018,牡3,55.0,三浦,https://db.netkeiba.com/jockey/01122/,1:37.5,2.1/2,3,6.2,37.4,8-7,美浦,田中清,https://db.netkeiba.com/trainer/00408/,472,+10,202105040108
7,1,1,オブデュモンド,https://db.netkeiba.com/horse/2018102202,牡3,55.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:37.5,ハナ,1,2.9,38.5,1-1,美浦,藤沢和,https://db.netkeiba.com/trainer/00386/,512,+2,202105040108
8,5,10,トーセンインパルス,https://db.netkeiba.com/horse/2018105419,牡3,55.0,大野,https://db.netkeiba.com/jockey/01096/,1:37.8,2,10,24.4,37.0,11-12,美浦,池上,https://db.netkeiba.com/trainer/01150/,480,0,202105040108
9,3,6,デリシュレーヌ,https://db.netkeiba.com/horse/2018101497,牝3,53.0,武士沢,https://db.netkeiba.com/jockey/01029/,1:38.0,1,9,20.6,37.4,10-10,美浦,高橋文,https://db.netkeiba.com/trainer/01134/,480,+4,202105040108
10,4,8,アルバミノル,https://db.netkeiba.com/horse/2018104310,牡3,55.0,田辺,https://db.netkeiba.com/jockey/01075/,1:38.0,ハナ,6,13.8,38.7,4-4,美浦,中舘,https://db.netkeiba.com/trainer/01153/,476,+8,202105040108
11,7,14,セイウンオードリー,https://db.netkeiba.com/horse/2018105621,牡3,55.0,内田博,https://db.netkeiba.com/jockey/00422/,1:38.2,3/4,11,47.4,37.3,13-13,美浦,深山,https://db.netkeiba.com/trainer/01174/,508,+4,202105040108
12,7,13,アシタガアルサ,https://db.netkeiba.com/horse/2018104148,牡3,55.0,Ｍデム,https://db.netkeiba.com/jockey/05212/,1:38.5,2,8,17.9,38.1,8-9,美浦,小笠,https://db.netkeiba.com/trainer/01076/,458,-6,202105040108
13,3,5,タシロ,https://db.netkeiba.com/horse/2017104262,牡4,57.0,杉原,https://db.netkeiba.com/jockey/01135/,1:38.7,3/4,13,125.5,38.5,6-7,美浦,的場,https://db.netkeiba.com/trainer/01063/,524,+6,202105040108
14,8,15,ジョイナイト,https://db.netkeiba.com/horse/2016103101,牡5,57.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:39.0,2,12,114.5,37.7,16-15,美浦,武市,https://db.netkeiba.com/trainer/01089/,524,+2,202105040108
15,6,12,ガラデレオン,https://db.netkeiba.com/horse/2017103406,牡4,57.0,木幡巧,https://db.netkeiba.com/jockey/01162/,1:39.2,1,14,190.0,38.0,13-14,美浦,的場,https://db.netkeiba.com/trainer/01063/,492,+8,202105040108
16,5,9,フォルティウス,https://db.netkeiba.com/horse/2018105891,牡3,55.0,岩部,https://db.netkeiba.com/jockey/00726/,1:40.7,9,16,497.5,39.0,13-16,美浦,石毛,https://db.netkeiba.com/trainer/00428/,480,-4,202105040108
1,2,2,ククナ,https://db.netkeiba.com/horse/2018105008,牝3,53.0,福永,https://db.netkeiba.com/jockey/01014/,1:59.0,,1,1.7,33.9,5-5-5,美浦,栗田,https://db.netkeiba.com/trainer/01127/,448,0,202105040109
2,4,4,モリノカンナチャン,https://db.netkeiba.com/horse/2018105722,牝3,53.0,横山武,https://db.netkeiba.com/jockey/01170/,1:59.0,クビ,3,10.7,33.6,7-7-7,美浦,大江原,https://db.netkeiba.com/trainer/01012/,442,-2,202105040109
3,1,1,ファユエン,https://db.netkeiba.com/horse/2018104011,牝3,53.0,三浦,https://db.netkeiba.com/jockey/01122/,1:59.2,1.1/4,5,20.1,33.6,9-9-9,美浦,勢司,https://db.netkeiba.com/trainer/01047/,456,+10,202105040109
4,3,3,クロスセル,https://db.netkeiba.com/horse/2017105452,牝4,55.0,武藤,https://db.netkeiba.com/jockey/01169/,1:59.3,3/4,7,35.0,34.1,5-5-5,美浦,和田郎,https://db.netkeiba.com/trainer/01114/,524,0,202105040109
5,6,6,メイサウザンアワー,https://db.netkeiba.com/horse/2018105152,牝3,53.0,Ｍデム,https://db.netkeiba.com/jockey/05212/,1:59.3,クビ,2,2.9,33.9,7-7-7,美浦,尾関,https://db.netkeiba.com/trainer/01103/,500,+2,202105040109
6,8,9,マリノジュリア,https://db.netkeiba.com/horse/2016102938,牝5,55.0,木幡巧,https://db.netkeiba.com/jockey/01162/,1:59.6,1.1/2,9,101.2,35.0,3-3-3,美浦,稲垣,https://db.netkeiba.com/trainer/01167/,454,+2,202105040109
7,7,7,ソニックベガ,https://db.netkeiba.com/horse/2017105591,牝4,55.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:59.6,ハナ,4,14.4,34.8,3-3-4,栗東,斉藤崇,https://db.netkeiba.com/trainer/01151/,476,+10,202105040109
8,5,5,グレイテスト,https://db.netkeiba.com/horse/2016103228,牝5,55.0,石橋脩,https://db.netkeiba.com/jockey/01077/,2:00.4,5,6,23.2,36.1,2-2-2,美浦,武市,https://db.netkeiba.com/trainer/01089/,486,+4,202105040109
9,8,8,ナギサ,https://db.netkeiba.com/horse/2018104266,牝3,53.0,丸山,https://db.netkeiba.com/jockey/01127/,2:01.4,6,8,36.4,37.2,1-1-1,栗東,本田,https://db.netkeiba.com/trainer/01099/,482,-2,202105040109
1,7,14,ウインドジャマー,https://db.netkeiba.com/horse/2017104570,セ4,54.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:37.0,,3,6.6,35.4,2-2,美浦,藤沢和,https://db.netkeiba.com/trainer/00386/,510,-2,202105040110
2,1,2,アーバンイェーガー,https://db.netkeiba.com/horse/2014102562,牡7,54.0,吉田豊,https://db.netkeiba.com/jockey/00733/,1:37.2,1.1/2,13,69.9,35.2,9-8,美浦,高橋文,https://db.netkeiba.com/trainer/01134/,512,+4,202105040110
3,6,12,プリマジア,https://db.netkeiba.com/horse/2017101124,牡4,54.0,田辺,https://db.netkeiba.com/jockey/01075/,1:37.3,クビ,10,41.5,34.9,12-11,美浦,金成,https://db.netkeiba.com/trainer/01132/,468,+8,202105040110
4,1,1,カシノブレンド,https://db.netkeiba.com/horse/2016100297,セ5,54.0,野中,https://db.netkeiba.com/jockey/01158/,1:37.5,1.1/2,15,103.5,34.9,14-13,美浦,蛯名利,https://db.netkeiba.com/trainer/01131/,456,+6,202105040110
5,8,15,ダノングロワール,https://db.netkeiba.com/horse/2017105408,牡4,55.0,横山武,https://db.netkeiba.com/jockey/01170/,1:37.5,アタマ,5,7.8,35.6,7-5,美浦,国枝,https://db.netkeiba.com/trainer/00399/,496,-6,202105040110
6,4,7,ニュートンテソーロ,https://db.netkeiba.com/horse/2017110076,牡4,56.0,福永,https://db.netkeiba.com/jockey/01014/,1:37.6,1/2,2,4.1,36.0,2-2,美浦,田中博,https://db.netkeiba.com/trainer/01162/,502,+2,202105040110
7,2,4,スペロデア,https://db.netkeiba.com/horse/2017101700,牝4,52.0,永野,https://db.netkeiba.com/jockey/01188/,1:37.6,ハナ,6,17.1,36.2,1-1,美浦,伊藤圭,https://db.netkeiba.com/trainer/01023/,474,0,202105040110
8,3,6,ロードアブソルート,https://db.netkeiba.com/horse/2016101161,牡5,54.0,杉原,https://db.netkeiba.com/jockey/01135/,1:37.9,1.1/2,14,100.8,35.4,12-13,栗東,吉岡,https://db.netkeiba.com/trainer/01176/,440,-2,202105040110
9,3,5,ダノンロイヤル,https://db.netkeiba.com/horse/2015101339,牡6,54.0,竹之下,https://db.netkeiba.com/jockey/01036/,1:37.9,クビ,11,42.2,35.9,7-8,栗東,千田,https://db.netkeiba.com/trainer/01120/,546,-10,202105040110
10,5,9,ラパンセソバージュ,https://db.netkeiba.com/horse/2017106037,牡4,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:38.1,1,8,27.1,35.9,9-10,美浦,大竹,https://db.netkeiba.com/trainer/01102/,466,+2,202105040110
11,2,3,ノーブルシルエット,https://db.netkeiba.com/horse/2018103804,牝3,53.0,武藤,https://db.netkeiba.com/jockey/01169/,1:38.3,1.1/4,1,3.3,36.5,5-5,美浦,水野,https://db.netkeiba.com/trainer/01094/,474,+2,202105040110
12,7,13,ヘライア,https://db.netkeiba.com/horse/2017104668,牝4,52.0,石川,https://db.netkeiba.com/jockey/01150/,1:38.3,クビ,9,28.3,35.4,16-16,美浦,加藤征,https://db.netkeiba.com/trainer/01059/,470,0,202105040110
13,5,10,ワンダーマンボ,https://db.netkeiba.com/horse/2016105816,牝5,52.0,江田照,https://db.netkeiba.com/jockey/00689/,1:38.3,ハナ,7,19.5,36.0,11-11,美浦,久保田,https://db.netkeiba.com/trainer/01067/,468,-2,202105040110
14,6,11,ブランクチェック,https://db.netkeiba.com/horse/2017106589,牝4,55.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:38.3,ハナ,4,6.8,36.7,2-2,美浦,栗田,https://db.netkeiba.com/trainer/01127/,500,+16,202105040110
15,8,16,マッスルビーチ,https://db.netkeiba.com/horse/2016100598,牡5,55.0,丸山,https://db.netkeiba.com/jockey/01127/,1:38.3,アタマ,12,45.2,36.5,5-5,栗東,鈴木孝,https://db.netkeiba.com/trainer/01111/,468,-4,202105040110
16,4,8,フォーカード,https://db.netkeiba.com/horse/2014103967,牡7,54.0,武士沢,https://db.netkeiba.com/jockey/01029/,1:38.7,2.1/2,16,230.2,36.1,14-13,栗東,小林,https://db.netkeiba.com/trainer/01185/,486,-2,202105040110
1,6,6,コマンドライン,https://db.netkeiba.com/horse/2019105194,牡2,55.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:36.4,,1,2.2,33.5,2-2,美浦,国枝,https://db.netkeiba.com/trainer/00399/,522,+10,202105040111
2,3,3,ステルナティーア,https://db.netkeiba.com/horse/2019105508,牝2,54.0,福永,https://db.netkeiba.com/jockey/01014/,1:36.5,1/2,2,2.3,33.4,3-3,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,442,-4,202105040111
3,1,1,スタニングローズ,https://db.netkeiba.com/horse/2019105565,牝2,54.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:36.5,クビ,3,5.4,33.2,5-5,栗東,高野,https://db.netkeiba.com/trainer/01117/,480,-8,202105040111
4,7,7,ウナギノボリ,https://db.netkeiba.com/horse/2019107016,牡2,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:36.7,1,4,17.6,33.4,5-5,栗東,音無,https://db.netkeiba.com/trainer/01002/,478,+10,202105040111
